Topic ID,Argument ID,Discussion ID,Premise,Relevance,Is Argument?,Rhetorical Quality,Logical Quality,Dialectical Quality,Text Length,Stance,Combined Quality,id,mistral-7B-small_logic_zero_shot_bt_zscore,mistral-7B-small_logic_few_shot_bt_zscore,mistral-7B-small_logic_cot_bt_zscore,mistral-7B-small_rhetoric_zero_shot_bt_zscore,mistral-7B-small_rhetoric_few_shot_bt_zscore,mistral-7B-small_rhetoric_cot_bt_zscore,mistral-7B-small_dialectic_zero_shot_bt_zscore,mistral-7B-small_dialectic_few_shot_bt_zscore,mistral-7B-small_dialectic_cot_bt_zscore,llama-8B-small_logic_zero_shot_bt_zscore,llama-8B-small_logic_few_shot_bt_zscore,llama-8B-small_logic_cot_bt_zscore,llama-8B-small_rhetoric_zero_shot_bt_zscore,llama-8B-small_rhetoric_few_shot_bt_zscore,llama-8B-small_rhetoric_cot_bt_zscore,llama-8B-small_dialectic_zero_shot_bt_zscore,llama-8B-small_dialectic_few_shot_bt_zscore,llama-8B-small_dialectic_cot_bt_zscore,olmo2-7B-small_logic_zero_shot_bt_zscore,olmo2-7B-small_logic_few_shot_bt_zscore,olmo2-7B-small_logic_cot_bt_zscore,olmo2-7B-small_rhetoric_zero_shot_bt_zscore,olmo2-7B-small_rhetoric_few_shot_bt_zscore,olmo2-7B-small_rhetoric_cot_bt_zscore,olmo2-7B-small_dialectic_zero_shot_bt_zscore,olmo2-7B-small_dialectic_few_shot_bt_zscore,olmo2-7B-small_dialectic_cot_bt_zscore,qwen2.5-7B-small_logic_zero_shot_bt_zscore,qwen2.5-7B-small_logic_few_shot_bt_zscore,qwen2.5-7B-small_logic_cot_bt_zscore,qwen2.5-7B-small_rhetoric_zero_shot_bt_zscore,qwen2.5-7B-small_rhetoric_few_shot_bt_zscore,qwen2.5-7B-small_rhetoric_cot_bt_zscore,qwen2.5-7B-small_dialectic_zero_shot_bt_zscore,qwen2.5-7B-small_dialectic_few_shot_bt_zscore,qwen2.5-7B-small_dialectic_cot_bt_zscore,commandr-7B-small_logic_zero_shot_bt_zscore,commandr-7B-small_logic_few_shot_bt_zscore,commandr-7B-small_logic_cot_bt_zscore,commandr-7B-small_rhetoric_zero_shot_bt_zscore,commandr-7B-small_rhetoric_few_shot_bt_zscore,commandr-7B-small_rhetoric_cot_bt_zscore,commandr-7B-small_dialectic_zero_shot_bt_zscore,commandr-7B-small_dialectic_few_shot_bt_zscore,commandr-7B-small_dialectic_cot_bt_zscore,mixtral-8x7B-medium_logic_zero_shot_bt_zscore,mixtral-8x7B-medium_logic_few_shot_bt_zscore,mixtral-8x7B-medium_logic_cot_bt_zscore,mixtral-8x7B-medium_rhetoric_zero_shot_bt_zscore,mixtral-8x7B-medium_rhetoric_few_shot_bt_zscore,mixtral-8x7B-medium_rhetoric_cot_bt_zscore,mixtral-8x7B-medium_dialectic_zero_shot_bt_zscore,mixtral-8x7B-medium_dialectic_few_shot_bt_zscore,mixtral-8x7B-medium_dialectic_cot_bt_zscore,mistral-22B-medium_logic_zero_shot_bt_zscore,mistral-22B-medium_logic_few_shot_bt_zscore,mistral-22B-medium_logic_cot_bt_zscore,mistral-22B-medium_rhetoric_zero_shot_bt_zscore,mistral-22B-medium_rhetoric_few_shot_bt_zscore,mistral-22B-medium_rhetoric_cot_bt_zscore,mistral-22B-medium_dialectic_zero_shot_bt_zscore,mistral-22B-medium_dialectic_few_shot_bt_zscore,mistral-22B-medium_dialectic_cot_bt_zscore,olmo2-32B-medium_logic_zero_shot_bt_zscore,olmo2-32B-medium_logic_few_shot_bt_zscore,olmo2-32B-medium_logic_cot_bt_zscore,olmo2-32B-medium_rhetoric_zero_shot_bt_zscore,olmo2-32B-medium_rhetoric_few_shot_bt_zscore,olmo2-32B-medium_rhetoric_cot_bt_zscore,olmo2-32B-medium_dialectic_zero_shot_bt_zscore,olmo2-32B-medium_dialectic_few_shot_bt_zscore,olmo2-32B-medium_dialectic_cot_bt_zscore,mixtral-8x22B-medium_logic_zero_shot_bt_zscore,mixtral-8x22B-medium_logic_few_shot_bt_zscore,mixtral-8x22B-medium_logic_cot_bt_zscore,mixtral-8x22B-medium_rhetoric_zero_shot_bt_zscore,mixtral-8x22B-medium_rhetoric_few_shot_bt_zscore,mixtral-8x22B-medium_rhetoric_cot_bt_zscore,mixtral-8x22B-medium_dialectic_zero_shot_bt_zscore,mixtral-8x22B-medium_dialectic_few_shot_bt_zscore,mixtral-8x22B-medium_dialectic_cot_bt_zscore,llama-70B-big_logic_zero_shot_bt_zscore,llama-70B-big_logic_few_shot_bt_zscore,llama-70B-big_logic_cot_bt_zscore,llama-70B-big_rhetoric_zero_shot_bt_zscore,llama-70B-big_rhetoric_few_shot_bt_zscore,llama-70B-big_rhetoric_cot_bt_zscore,llama-70B-big_dialectic_zero_shot_bt_zscore,llama-70B-big_dialectic_few_shot_bt_zscore,llama-70B-big_dialectic_cot_bt_zscore,qwen2.5-72B-big_logic_zero_shot_bt_zscore,qwen2.5-72B-big_logic_few_shot_bt_zscore,qwen2.5-72B-big_logic_cot_bt_zscore,qwen2.5-72B-big_rhetoric_zero_shot_bt_zscore,qwen2.5-72B-big_rhetoric_few_shot_bt_zscore,qwen2.5-72B-big_rhetoric_cot_bt_zscore,qwen2.5-72B-big_dialectic_zero_shot_bt_zscore,qwen2.5-72B-big_dialectic_few_shot_bt_zscore,qwen2.5-72B-big_dialectic_cot_bt_zscore,commandr-104B-big_logic_zero_shot_bt_zscore,commandr-104B-big_logic_few_shot_bt_zscore,commandr-104B-big_logic_cot_bt_zscore,commandr-104B-big_rhetoric_zero_shot_bt_zscore,commandr-104B-big_rhetoric_few_shot_bt_zscore,commandr-104B-big_rhetoric_cot_bt_zscore,commandr-104B-big_dialectic_zero_shot_bt_zscore,commandr-104B-big_dialectic_few_shot_bt_zscore,commandr-104B-big_dialectic_cot_bt_zscore
9,14,4964,Social networking sites give too great of access and control to governments.,-1.072216321,True,-1.258379306,-0.201005878,-1.506835764,12,False,-1.135342729,4964_14_9,1.0062,1.0713,1.231,0.4108,-1.1979,0.0445,0.7763,-0.842,0.7849,-1.492,1.0941,0.9922,0.5333,-0.9831,0.4333,-0.2662,-0.2514,0.0403,0.6067,1.2969,0.7834,0.7411,1.2421,0.1305,1.1982,0.9829,1.3352,-0.3681,-0.8913,0.9201,0.1225,-0.1057,-0.5466,-0.7473,-1.2736,0.5631,0.399,-1.83,0.0024,-0.2566,-1.5295,-1.049,0.1401,-1.5368,-1.655,0.3269,-1.3537,0.5869,0.211,-0.4632,-0.4329,0.0766,-1.8953,-0.346,0.9331,1.2936,0.914,0.8637,-0.137,1.0496,1.2176,0.5776,1.1353,0.3937,0.4881,-0.2607,0.5224,-0.6698,-0.7731,-0.7875,-0.0725,-0.0899,0.239,0.2637,0.4719,0.2665,-0.5671,-0.1645,0.707,-0.3379,0.2479,-0.5244,-0.4968,-1.0751,-0.5767,-0.4339,-1.3618,-0.3682,-0.5243,-0.2036,-1.1695,-1.1262,-0.9184,-0.8082,-1.2793,-0.4318,-1.0773,-1.0413,-1.1719,-1.1859,-0.94,-1.1028,-1.648,-0.6449,-0.819,-0.3623,-1.4966,-1.2631
9,1,4964,It is unethical for social network sites to use personal information to enable advertisers to better target you as a consumer.,-0.759435292,True,-0.383738169,-0.373458402,-0.269599355,21,False,-0.406558303,4964_1_9,0.5839,1.5795,0.4715,0.5361,-1.5341,0.3246,0.607,-0.5656,0.6521,-0.1402,-0.8441,-0.6522,0.5647,-0.6209,0.6011,0.5223,-0.5763,-0.0159,1.1462,1.3957,1.2126,0.9919,1.2421,0.4412,1.4263,1.1978,1.2341,0.3015,-1.1327,1.2556,0.7956,-0.1057,0.3193,0.7996,-1.8066,1.0285,0.2978,-0.495,0.5619,0.0395,-0.6806,-0.6899,0.8708,0.0079,-0.3569,0.0815,-0.3469,-0.1615,0.4434,0.4965,-0.4511,0.5655,-0.1056,-0.3521,1.6862,1.4958,1.2516,1.592,2.381,1.351,1.6377,0.8799,1.4545,0.8794,1.0236,0.8139,0.045,-0.2235,0.5065,-0.2083,0.0802,-0.4654,0.5819,0.746,0.3832,1.171,-1.0482,0.6133,1.2265,0.5178,0.8436,0.1336,0.0292,-0.4935,0.5182,0.2289,-1.0064,0.0909,0.5617,0.3057,-0.3405,-0.4346,0.611,-0.3405,-0.4178,0.3728,-0.211,0.0254,0.1223,-0.0795,-0.9309,-0.6056,-0.6366,-0.9183,-0.0823,-0.2519,-0.8921,-0.6839
9,1,4954,"I would like to thank you first of all for starting this debate because there is much controversy with social networking sites. In my argument I as (Con) will tell you how social networking is good and beneficial. You stated that ""Social networking sites nowadays are used for stalking, committing cyber crimes and other frauds"" Now sites such as Facebook, twitter and instagram have privacy settings. This is where you can choose what information about yourself can be publicized. Some people choose to give out there personal info, this is there fault, not the social networking's fault. How is it beneficial? People use allot of social networking sites to connect with people. I will be giving you some examples. *Social networking sites spread information faster than any other media. *Law enforcement uses social networking sites to catch and prosecute criminals *Social networking sites help students do better at school *Social media sites help employers find employees and job-seekers find work These are just a few beneficial examples.",0.491688825,True,0.991889539,0.575582614,1.341819554,167,True,1.119009492,4954_1_9,-0.5657,1.3832,0.088,-0.4585,-2.2552,-0.1861,-0.2257,0.7034,-0.307,-0.1448,-0.4611,-2.2075,0.254,-0.6209,-1.1874,0.5358,-0.2514,-2.4505,1.492,1.5975,2.2501,2.1072,1.2421,1.6094,1.963,1.4057,1.5197,0.1894,0.7857,-0.1043,-0.045,1.1144,0.1175,0.2021,1.041,0.517,1.8433,1.6802,1.6323,0.6806,1.5884,1.0112,1.1346,0.8695,1.4766,1.4489,0.7696,1.2282,1.3002,-1.9109,1.7945,1.5115,1.0433,1.7182,1.3937,2.3773,1.4286,1.592,1.235,1.4437,1.3634,1.2833,1.7879,-0.2312,1.6972,0.1535,0.0683,0.8487,0.7649,-1.0319,0.642,0.5986,0.4906,1.4994,1.3934,1.5356,0.3419,1.7979,1.2904,0.8965,1.3016,0.3944,0.7209,0.3994,0.9352,1.1808,1.1056,0.2348,0.6384,1.2488,0.7162,0.6028,0.4255,0.5639,0.9851,1.0175,0.717,0.182,0.9427,0.0647,-0.9357,-1.418,-0.3316,-0.6291,-1.0918,-0.9531,0.1419,-1.052
9,1,3382,"Nowadays, there are a lot of social networking sites. People post information about themselves, communicate with other users, share their photos. Today, almost every child has account in one of the social networking sites. I believe that children should be able to enter those sites only at the age of 13 years old. Although, there are no age restrictions, in my opinion, social networks should be age-limited because of following reasons: 1. Nobody checks the information that people post in social networks every day. There are a lot of inappropriate things, language is often bad and vulgar, pictures sometimes can be provocative. Children under age restrictions might be affected by such things because their emotional system and understanding of the world are still unstable. 2. There is a problem of pedophiles. Unfortunately, there are people out there in the Internet who may use children's innocence. Children under age restrictions are not able to identify people who might be dangerous to communicate with. Pedophiles usually choose 11-12 years old children because it is easy to convince them and start a conversation. 3. Those sites often cause addiction. Risk of becoming dependent on social networking sites is even higher among children. They can't assess the situation of how dangerous using those networks might be. Social networks contain a lot of entertaining information. Therefore, children don't even notice how much time they spend on such sites. 4. There is a problem of cyberbullying. Children can't deal with this problem themselves. Bare mind children are not able to withstand the attacks in the Internet. I think that social networking sites must have strict age limits.",0.178907796,True,0.863770233,0.543713183,0.831573506,271,True,0.856027215,3382_1_9,3.2421,1.5795,4.0001,1.9243,-1.5341,3.6951,2.0338,-0.2976,2.6707,-1.3343,-1.0775,-0.7436,-0.2163,-0.6209,-2.66,0.7193,-0.5763,0.6958,2.477,1.6917,2.1273,1.9637,2.0899,1.8454,1.887,1.802,2.3122,1.3487,0.2884,1.2952,1.2348,1.4133,1.5779,1.5303,1.2809,1.7419,1.7984,1.5424,0.8906,1.5531,1.2979,0.5054,1.6368,1.4212,1.1516,1.4292,1.5887,1.0973,1.8811,-2.2441,0.2337,0.8875,1.8564,0.9314,1.4587,1.5231,1.8774,1.9721,1.1077,2.0714,1.8379,0.7363,1.7713,1.4711,1.8243,1.3968,0.9407,-0.3684,2.0214,-0.1619,1.4404,0.9491,1.2818,1.0684,1.7992,1.6175,-0.1472,1.8902,1.7098,0.3071,1.7389,0.9798,1.0264,1.3778,1.4317,1.2999,1.368,0.8571,1.2417,1.5029,1.2587,1.5343,1.5777,1.4838,1.3178,1.6502,1.3965,1.4459,1.4119,0.522,-1.1399,0.3156,-0.367,-1.1575,-1.5309,-0.8499,-0.4179,0.3243
9,18,40213,"YES, I think this because; many teenagers and kids have social networking sites, such as facebook... Etc. and if social networking was a part of the curriculum then teachers could teach students how to use these sites in a safe and harmless way. The truth of the matter is more teens use these social networking sites than adults themselves, and if teachers were able to help the students, teach them how to use the sites in appropriate and safe ways, it'll make a difference. A lot of people miss-use social networking sites in bad ways, either discrimination, or degrading, so if teachers were able to teach and protect their students from these things by teaching it to them and adding it in the curriculum, they could change how teens use the internet in a positive way. Also I feel that, teenagers would like to learn more about social sites, and they would like to know how to use it the right way, so if they were taught at school, this would be a positive thing to do. In conclusion, if social networking was added to the curriculum it would be a positive thing to do!",-0.446654263,True,0.52122794,1.502879475,0.927155168,195,True,1.138597039,40213_18_9,-1.3033,1.7698,-0.7368,-1.8192,-1.886,-0.4168,-1.7906,0.2412,-1.1282,-1.2581,0.0695,-1.7858,-0.3837,-1.9039,0.0559,-0.1128,-2.0212,-0.9313,1.8975,1.6474,1.6523,1.842,1.5213,1.4452,1.8767,1.7086,2.391,-0.6725,-1.3876,-0.1925,-0.7205,-0.204,-0.3265,-0.7592,-1.7287,0.1685,0.6381,1.8093,-0.6621,0.3111,1.5678,0.3194,0.292,0.0738,0.2963,1.2804,0.3069,0.934,1.2376,-2.3341,1.1165,1.5411,0.9094,0.6396,1.6078,0.8474,1.9468,1.592,1.0511,1.3156,1.886,1.0938,1.933,-1.1931,0.3291,-1.1753,-0.3206,-0.5271,-0.2115,-0.6618,-0.0615,0.0805,0.4117,1.1098,0.8373,1.0892,0.355,1.1324,1.0404,0.4873,0.8924,0.1636,0.0054,0.4864,0.2939,0.4496,0.023,-0.0089,0.3439,0.7495,0.4208,-0.3702,0.6366,0.1926,-0.3497,0.421,-0.0709,-0.317,0.3736,-2.3213,-0.9443,-1.9659,-1.7049,-0.9557,-1.4629,-2.4431,-1.1527,-2.8222
9,1,26941,"First of all, social networking sites can help you gain confidence. Social Networking sites such as facebook, google +, and twitter lets you talk and argue or communicate with millions of people. The ones who cannot gain self confidence in real life could practice their self-confidence in the social networking sites. Since there are more people you can connect and communicate in the social networking sites, you can practice your self-confidence with different kinds of people you can't meet in you neighborhood. For example, I myself practiced my self-confidence in social networking sites, and it helped me greatly.",0.491688825,True,-0.299830879,-0.022001918,0.104784381,98,True,-0.092238467,26941_1_9,-0.1049,1.9543,-0.3279,0.271,-3.4863,-0.1605,0.269,-0.8214,-0.4917,0.3999,-1.0775,0.1297,-0.8766,-0.9831,-0.3826,-0.7564,-2.4257,-1.6506,1.2812,1.9825,2.0667,2.0434,1.4643,2.2961,1.9241,2.1747,1.7446,0.0089,-1.4214,1.3538,0.6393,0.628,0.7123,-0.0662,-0.262,1.2327,1.9267,2.3416,0.7251,0.8334,1.5555,0.2944,1.3898,-0.0878,0.8202,0.6841,-0.4476,1.3269,1.5825,-2.9678,1.6506,1.6524,1.1643,0.7412,2.0002,2.322,2.128,1.9721,1.8977,2.3516,2.2204,0.0497,1.7249,-0.7565,-0.2353,-0.6193,0.5901,0.9888,0.8662,0.015,1.066,0.7217,0.8942,-0.1584,0.9863,1.0168,-2.086,1.0438,1.1629,0.4047,1.3157,-0.2813,-0.3752,-0.4643,0.055,-0.0894,0.0375,-0.2954,0.0937,0.3806,-0.2074,-0.3982,0.2601,0.0082,-0.3791,0.1837,-0.1066,-0.2538,-0.1189,-1.1492,-0.1405,-1.5633,-1.3968,-1.321,-0.9339,-2.1092,-1.3467,-2.8292
9,5,35902,"Topic- Are social networking sites good for our society? I say that the social networking sites prevent face-to-face communication; waste time on frivolous activity; alter children""s brains and behavior making them more prone to ADHD; expose users to predators like pedophiles and burglars; and spread false and potentially dangerous information. Students who used social networking sites while studying scored 20% lower on tests and students who used social media had an average GPA of 3.06 versus non-users who had an average GPA of 3.82 Having distractions like these in your surroundings have shown difference in the children's mental behavior and studies. They spend most of their time on social sites, reducing human interaction. They think what they are doing is interacting but clicking on your iPhones and iPads is not interacting. Today, a significant number of pre-teens have their mobiles and laptops. Do they even need them? They have 400 friends on Facebook but they know only 50 of them. Interacting is good but they get obsessed with it. So, leave your distractions behind and go and talk up to the people in your lives and then notice how amazing it is to literally talk to people rather than texting or IMing them.",1.117250883,True,1.880107648,0.790708292,0.999891911,203,False,1.41946926,35902_5_9,1.2259,2.3071,0.0422,0.2622,-2.6435,1.7478,0.469,-0.5193,0.4668,0.7425,-1.0775,-1.6827,1.0068,-1.7554,-1.6714,0.7407,-1.6356,-0.6274,2.9329,2.345,1.7073,1.8799,2.286,2.5115,2.8776,2.3528,2.8011,0.9788,-0.8913,1.6344,0.9468,-0.7361,1.0453,0.7996,-0.346,1.3185,2.009,2.0038,1.7178,1.2762,1.8744,2.5498,1.3511,0.3082,1.4501,1.6149,1.7776,1.9898,1.8258,-3.3631,1.9242,1.8354,2.2364,2.0268,2.1854,2.5574,2.2061,1.9721,1.7826,2.7087,2.2204,1.8816,2.3562,0.9063,0.7991,0.9733,1.7759,0.865,1.2109,1.256,0.3711,0.967,1.669,1.7696,1.3426,1.3675,0.1199,1.2251,1.7995,1.5198,1.5013,1.1144,1.1671,1.2512,1.3133,1.1808,1.2388,1.1381,1.2417,1.3778,1.4451,1.339,1.2158,1.3644,1.1966,1.4086,1.3965,1.1828,1.2129,-0.2733,-1.6682,-1.7119,-1.8256,-1.009,-0.7032,-1.1718,-1.4447,-1.0615
10,4,15859,"My opponent is using a huge logical fallacy; he is claiming that because medical marijuana doesn't have medical purposes for all medical conditions that the medical conditions it does have medical purposes for do not count. The fact remains that medical marijuana has several medical purposes such as alleviating neurpathic pain. A ban on medical marijuana would result in the ban of a medicine that works better than any other medicines, resulting in worse health out comes and a worse off health care system. My opponents post is also lying the source i posted studied the addictive potential of some medical marijuana the studies found that certain medical marijuana extracts do not result in addictive properties or addictive behavior. medical marijuana is different then regular marijuana because in medical marijuana they take out the harmful and addictive chemicals and only use the chemicals that have medical purposes. this means that every time my opponent links to marijuana having unhealthy effects he is comparing apples and oranges, and therefore his comparisons are invalid. For example a scientific study found that medial marijuana improved the mental abilities of people with Alzheimers. So basically a ban on medical marijuana would be an example of the government telling doctors how to treat patients. it would also be an example of the government telling millions of sick people that they cannot legally consume medicines that improve their medical condition.",0.804469854,True,1.535072379,0.952267904,0.881799906,234,True,1.295936663,15859_4_10,0.9957,-2.7599,1.333,1.4264,1.9917,1.4435,1.7866,2.0946,2.0052,1.3482,2.2312,2.3316,1.9477,1.1705,1.3448,1.8041,1.9088,2.238,-1.6595,-2.4065,-1.7364,-1.953,-1.7111,-2.8123,-2.8842,-1.9721,-1.2259,1.5503,1.7998,0.4849,1.4662,1.5614,1.5426,1.5037,1.4366,1.0305,0.9322,0.1295,0.412,0.4747,0.7075,0.8071,0.1658,0.5515,0.5824,0.0328,0.604,-0.6544,-0.0523,1.9316,-1.3233,0.1695,-0.5348,-1.0146,-2.6087,-0.3574,-2.6631,-2.5227,-1.4265,-2.9099,-2.2121,0.4009,-2.6669,0.905,1.7768,1.1062,1.4005,0.7484,-0.0578,0.6552,0.6977,-0.0481,0.3633,0.1378,0.6898,0.5353,1.8041,0.2368,0.2289,1.3997,0.357,1.3763,1.4469,1.3748,1.3219,1.2994,1.2625,1.4165,1.3603,1.3755,1.3774,1.0101,1.1946,1.285,1.3732,1.1038,1.326,1.3445,1.2654,1.9867,1.9391,1.8085,1.9749,1.8353,1.8704,1.9446,1.9632,1.9179
10,6,33373,"Although marijuana has been proven as a alternative to treating cancer, it is still a dangerous drug. There are other medical options that have the same effect on cancer patients without being as dangerous. Different medicines can diminish pain and cause relief without having as dangerous side effects.",0.491688825,True,0.072040846,-0.801150906,-0.627380342,48,False,-0.525441092,33373_6_10,-0.2366,-1.9734,0.0273,-0.5725,1.5266,-0.8254,0.0954,0.9811,0.099,-0.2853,1.9202,0.6229,-1.7217,0.181,1.6086,-1.3807,1.0872,-0.669,-1.5826,-2.8216,-1.2283,-2.84,-2.5114,-1.7088,-1.3936,-2.3977,-1.8716,-0.2659,1.2517,-0.4869,-0.6893,-0.7089,-0.9684,-0.2497,-0.2587,-0.5663,-1.1998,-1.4314,-1.0964,-0.9105,-0.8601,-1.5811,-0.8365,-1.3415,-0.1312,-1.2991,-0.7525,-2.1969,-2.2179,1.7442,-2.7561,-1.866,-1.9127,-1.9332,-1.9708,-1.2339,-1.8062,-2.3714,-1.2467,-1.2349,-2.4433,-0.8742,-2.4858,-0.4908,-0.4602,-0.8921,-0.5319,-0.7591,-0.3621,-0.2209,-0.8373,-0.5531,-0.5676,-0.7523,-0.5201,-1.6348,0.0704,-1.5929,-1.4061,-0.9406,-0.9647,-1.1075,-1.1379,-1.1153,-1.5712,-1.5342,-1.3666,-1.3835,-1.313,-1.4157,-0.8832,-0.8655,-0.8401,-1.3219,-1.0406,-0.8881,-1.1165,-0.908,-1.4105,-0.5261,-0.8121,0.8025,-0.2192,-1.0104,0.764,-0.5079,-0.6797,0.7379
10,5,33373,"If marijuana is less toxic than many of the drugs that physicians prescribe every day, then why should it not be legalized for medical purposes? Although cannabis has been smoked widely in Western countries for more than four decades, there have been no reported cases of lung cancer or emphysema attributed to marijuana. Professor Lester Grinspoon, MD, from the Harvard Medical School, comments ""I suspect that a day's breathing in any city with poor air quality poses more of a threat than inhaling a day's dose -- which for many ailments is just a portion of a joint -- of marijuana."" Every drug has side effects, and most have potential risks. However, no other drug can do exactly what medical marijuana would do for a patient. Therefore, it should be legalized in order to benefit those suffering from illnesses such as AIDS and cancer.",0.178907796,True,0.724571364,-0.076984126,0.542075536,144,True,0.456077058,33373_5_10,1.9856,-1.2746,1.3568,2.1708,1.6224,3.3119,2.3811,2.4165,2.6097,2.3329,0.1696,1.4818,1.214,1.4745,1.0178,1.4407,1.3715,2.1878,-2.06,-1.3014,-1.2641,-2.3835,-1.7111,-1.716,-1.5458,-2.3977,-1.4081,1.0786,1.441,0.9058,1.1752,1.0927,1.2331,1.0483,0.7623,0.4948,-0.4945,-1.0355,-0.1799,0.0634,-0.4972,-0.9785,0.3525,-0.061,-0.5776,-0.0846,0.8416,-0.6563,-0.5679,1.5501,-1.1093,-0.4404,0.0476,-0.8277,-1.6122,0.2181,-2.0458,-1.4286,-0.4587,-1.0335,-1.6697,-1.3407,-1.2839,1.2297,1.1516,0.6452,1.1579,1.282,0.3327,0.4687,0.7106,0.7956,0.5978,1.4046,0.8747,0.9513,1.5842,1.1721,0.6753,1.333,1.0925,1.2424,1.077,1.2406,1.0596,0.7663,1.3978,1.2796,0.8713,0.4746,1.1031,1.246,1.0609,1.0852,0.934,1.2439,1.1153,1.0641,1.1056,1.6724,1.8256,1.7252,1.1275,1.6194,1.5938,1.5532,1.3532,1.4685
10,5,380,"""Medical Marijuana is better than man made pills"" assumes that cannabis is better for treating medical conditions than man made pills. While medical Cannabis is proven to help with much pain management and as been proven very useful in some fields it leaves others void of any treatment in which man made pills prove their use. If a woman needs birth control should she take man made pills instead of using cannabis to protect against unwanted pregnancy? No this is foolish If someone has a bacterial infection that requires antibiotics they should use pills instead of cannabis? Of course not. If someone has schizophrenia they should take man made pills instead of just using cannabis? There is good reason why we don't. To say medical marijuana is the be all and end all for medicine is a blanket statement that shows a lack of understanding of empiricism.",0.178907796,True,0.67578209,0.463050685,0.788641627,147,False,0.735535838,380_5_10,-0.5091,-1.9734,0.0273,0.0646,1.2808,-0.2183,0.2588,-0.8221,-0.1399,-0.2744,-0.2272,-0.4038,0.2621,0.5248,-0.9087,-0.941,0.4829,-0.9595,-2.0453,-1.3014,-0.8626,-1.9199,-1.3438,-0.9654,-1.1226,-1.825,-1.6571,0.7336,1.2517,0.3474,0.6965,0.9247,0.2556,0.885,0.9421,0.4948,-1.1731,-0.8063,-0.182,-0.3896,-0.1383,-0.4755,-0.4622,-0.6011,-1.1724,-1.1217,0.604,-2.0178,-1.6702,1.3488,-1.4075,-1.6453,-0.7826,-1.9332,-0.9464,-1.2345,-0.7801,-1.2303,-1.6398,-1.3903,-1.4255,-0.8846,-1.2993,0.3802,0.0493,1.3465,1.3206,0.6181,1.0963,1.6044,0.8101,1.1953,0.0182,0.923,-0.0661,0.2465,1.356,0.1061,0.3873,1.333,0.545,1.1038,1.3075,0.8075,0.7773,0.9071,0.5052,1.1377,1.094,0.7982,0.8078,1.246,0.6286,0.6468,0.934,0.4873,0.97,0.9143,0.4948,1.1514,1.3117,0.8025,1.2586,1.425,0.9826,1.4408,1.3532,1.2275
10,6,33371,"Look at this from a different point of view. In your argument you stated ""Medical cannabis has been used in easing symptoms of cancer and many other illnesses"" There are many other medications that are being developed and have been developed for quite some time that have effects similar to the effects of cannabis without the risk of being used for the wrong purposes. In many cases the use of medical marijuana is abused by the patient who requested it, they over exaggerate the pain that they are in, it results in a more medication then they would need. ""Medical cannabis can avoid misuse with appropriate tests and papers"" This is not always true as the illness is not always well known and there is little research out for it, sometimes patients request more than is necessary. Medical marijuana is also very expensive and is not always covered by insurance companies. In short marijuana is pointless and not necessary for pain relief. In the least the only thing it would be good for is a substitute for other drugs out there that are better known and are more efficient pain relievers.",-0.133873234,True,1.64540766,0.951057461,-0.367851558,191,False,0.888426731,33371_6_10,-1.0083,-1.2746,-0.4091,-0.7421,0.7598,-1.0911,-0.7675,-1.1125,-0.1317,-0.1108,2.2312,-0.1079,-0.3978,0.5248,0.4181,-1.5313,1.0872,0.8553,-1.6659,-1.649,-2.3354,-1.5459,-1.1577,-1.9284,-1.6176,-1.2939,-1.6491,-0.2659,0.1857,-0.9053,-0.6893,-0.9613,-0.2831,-0.2497,-0.9983,-0.8109,-0.8398,-0.6092,-0.8274,0.0287,-1.3024,-0.1306,-0.002,-0.4075,-0.775,-1.1547,0.3564,-1.5807,-1.6702,1.1399,-1.1927,-1.6644,0.1741,-1.5199,-1.5083,-2.1028,-1.3262,-1.2797,-0.4587,-1.0361,-1.1355,-0.006,-1.3397,-1.1381,-1.9604,-0.2942,-1.0474,-1.0804,-0.7893,-0.6426,-0.4531,-1.0612,-0.8856,-0.3449,-0.9916,-1.2962,0.3206,-0.8119,-0.9372,-0.6724,-1.4298,-1.1075,-0.4343,-1.1153,-1.3119,-0.6051,-0.8712,-0.6508,-0.6137,-0.9154,-0.7744,-0.8614,-0.7385,-1.3219,-0.7005,-1.0048,-1.2303,-0.7922,-0.8662,0.3265,-0.3167,-0.2982,-0.5244,-0.279,0.3218,0.5704,-0.2414,0.0236
